Steps_BL	Reward_BL	ener_BL	dist_BL	NumCovTargets
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
34	74	1768.0	0.0	10
